dataset,method,num_samples,dev,test,seed
codex,LESS (DG),500,0.8184240534901619,0.8700296555620592,1
codex,LESS (DG),500,0.8193765133619308,0.870976653050732,2
codex,LESS (DG),1000,0.8630683347582817,0.9092127535794232,0
codex,LESS (DG),1000,0.8614058569073677,0.9032173617868811,1
codex,LESS (DG),1000,0.8647772409021854,0.9087325536922829,2
codex,LESS (DG),2500,0.8802411668002605,0.9293826719796335,0
codex,LESS (DG),2500,0.8756868317723274,0.9273448294481715,1
codex,LESS (DG),2500,0.8800357952713966,0.9292122027962595,2
codex,LESS (DG),5000,0.9024296514689922,0.9505042480053129,0
codex,LESS (DG),5000,0.8868066072463989,0.9364389287861618,1
codex,LESS (DG),5000,0.9053959064185619,0.9495380888315471,2
codex,LESS (DG),10000,0.9088057428598404,0.961247739860335,0
codex,LESS (DG),10000,0.9067663885653019,0.9613702074700111,1
codex,LESS (DG),10000,0.9154367707669735,0.9691613263173683,2
codex,LESS (KNN-KDE),500,0.7578716427087784,0.8249236632239174,0
codex,LESS (KNN-KDE),500,0.7517788112163544,0.8231479189283138,1
codex,LESS (KNN-KDE),500,0.7545417603105307,0.8226192449597088,2
codex,LESS (KNN-KDE),1000,0.8006643615663052,0.8576308008585427,0
codex,LESS (KNN-KDE),1000,0.7995034977793694,0.8558169956746939,1
codex,LESS (KNN-KDE),1000,0.8112384788691998,0.859526344549817,2
codex,LESS (KNN-KDE),2500,0.7961698286235332,0.8455635360567957,0
codex,LESS (KNN-KDE),2500,0.8245092518627644,0.869183625220447,1
codex,LESS (KNN-KDE),2500,0.8215893357992172,0.8699604483270967,2
codex,LESS (KNN-KDE),5000,0.8508255705237389,0.901530543493258,0
codex,LESS (KNN-KDE),5000,0.8429221622645855,0.8951549181664312,1
codex,LESS (KNN-KDE),5000,0.8574791438877583,0.9064812014835912,2
codex,LESS (KNN-KDE),10000,0.8973969928920269,0.9506206626223551,0
codex,LESS (KNN-KDE),10000,0.8902233764529228,0.9512709330868077,1
codex,LESS (KNN-KDE),10000,0.8829993531107903,0.9424221843883798,2
codex,LESS (KNN-Unif.),500,0.7612369749695063,0.8298868305377058,0
codex,LESS (KNN-Unif.),500,0.7578085511922836,0.8235858948649587,1
codex,LESS (KNN-Unif.),500,0.7502801530063152,0.8220316384088349,2
codex,LESS (KNN-Unif.),1000,0.7932030260562897,0.8501961895742932,0
codex,LESS (KNN-Unif.),1000,0.7929524555802345,0.8515910714663364,1
codex,LESS (KNN-Unif.),1000,0.7926059234887362,0.8522313374119836,2
codex,LESS (KNN-Unif.),2500,0.8157090172171593,0.867598232284591,0
codex,LESS (KNN-Unif.),2500,0.8354001827538013,0.885321930453584,1
codex,LESS (KNN-Unif.),2500,0.8190162517130375,0.8714628588106181,2
codex,LESS (KNN-Unif.),5000,0.8461692780256271,0.8983131518235078,0
codex,LESS (KNN-Unif.),5000,0.8510649092495441,0.9007121643705948,1
codex,LESS (KNN-Unif.),5000,0.8250180035829544,0.8763497198957044,2
codex,LESS (KNN-Unif.),10000,0.894963514059782,0.9511182015207974,0
codex,LESS (KNN-Unif.),10000,0.8861774690449238,0.9479366894307975,1
codex,LESS (KNN-Unif.),10000,0.9015349559485912,0.9586707463336958,2
codex,LESS (RR),500,0.7904520910233259,0.8547290720649667,0
codex,LESS (RR),500,0.7881534472107887,0.850830908764053,1
codex,LESS (RR),500,0.7786352578550577,0.8480080917880342,2
codex,LESS (RR),1000,0.8212235495448112,0.883235416098221,0
codex,LESS (RR),1000,0.8272532932460308,0.8878048798321067,1
codex,LESS (RR),1000,0.8173345029354095,0.8817607573158032,2
codex,LESS (RR),2500,0.8590258434414864,0.911864399104505,0
codex,LESS (RR),2500,0.8507502861320972,0.9088243373946564,1
codex,LESS (RR),2500,0.8336282633244991,0.8973885922617203,2
codex,LESS (RR),5000,0.865434430539608,0.9230616004080385,0
codex,LESS (RR),5000,0.8713889345526695,0.9327932843888128,1
codex,LESS (RR),5000,0.8686364404857159,0.9307770960637041,2
codex,LESS (RR),10000,0.8881101049482822,0.9500672915900076,0
codex,LESS (RR),10000,0.8959310501813889,0.9597488234977465,1
codex,LESS (RR),10000,0.8932635746896267,0.9519684369096885,2
codex,LESS (UOT),500,0.7976078167557716,0.8551647807093891,0
codex,LESS (UOT),500,0.7924273759126663,0.8516324222893328,1
codex,LESS (UOT),500,0.7990031391382217,0.8537008969767673,2
codex,LESS (UOT),1000,0.8376697935163975,0.8860089140566619,0
codex,LESS (UOT),1000,0.8370059616863728,0.8849054072555658,1
codex,LESS (UOT),1000,0.8345585465431213,0.8845677016353285,2
codex,LESS (UOT),2500,0.8228012844920158,0.8725674300379044,0
codex,LESS (UOT),2500,0.8410664573311806,0.8866706601268536,1
codex,LESS (UOT),2500,0.8380414545536041,0.8835312246873572,2
codex,LESS (UOT),5000,0.8539644964039326,0.902172105437195,0
codex,LESS (UOT),5000,0.8548408560454845,0.9026281993735481,1
codex,LESS (UOT),5000,0.8361885659396648,0.8950794027061075,2
codex,LESS (UOT),10000,0.8842658065259457,0.943143239194477,0
codex,LESS (UOT),10000,0.8701961301267147,0.9276957019559435,1
codex,LESS (UOT),10000,0.8693214096128941,0.9307485574201958,2
codex,RDS+ (RR),500,0.9020969904959202,0.946172159567878,0
codex,RDS+ (RR),500,0.8977350071072578,0.9422572064842727,1
codex,RDS+ (RR),500,0.8916607350111008,0.9388787140314644,2
codex,RDS+ (RR),1000,0.939049206674099,0.9999734620387489,0
codex,RDS+ (RR),1000,0.9466797448694706,1.005932729288533,1
codex,RDS+ (RR),1000,0.9535729475319386,1.009940848056529,2
codex,RDS+ (RR),2500,1.011089414358139,1.0600482677487102,0
codex,RDS+ (RR),2500,1.0196115858852863,1.0688109714034442,1
codex,RDS+ (RR),2500,0.9945828318595886,1.0515776049043681,2
codex,RDS+ (RR),5000,1.090438388288021,1.1340179675938309,0
