dataset,method,num_samples,seed,true_metric
gsm8k,LESS (RR),2500,1,86.73237300985596
gsm8k,LESS (RR),2500,2,86.5049279757392
gsm8k,LESS (RR),5000,0,87.56633813495071
gsm8k,LESS (RR),5000,1,87.11144806671722
gsm8k,LESS (RR),5000,2,87.41470811220621
gsm8k,LESS (RR),10000,0,81.50113722517058
gsm8k,LESS (RR),10000,1,81.72858225928734
gsm8k,LESS (RR),10000,2,81.50113722517058
gsm8k,LESS (KNN-Unif.),500,0,86.2016679302502
gsm8k,LESS (KNN-Unif.),500,1,86.27748294162244
gsm8k,LESS (KNN-Unif.),500,2,85.59514783927217
gsm8k,LESS (KNN-Unif.),1000,0,86.5049279757392
gsm8k,LESS (KNN-Unif.),1000,1,85.82259287338894
gsm8k,LESS (KNN-Unif.),1000,2,86.5049279757392
gsm8k,LESS (KNN-Unif.),2500,0,87.26307808946171
gsm8k,LESS (KNN-Unif.),2500,1,86.65655799848369
gsm8k,LESS (KNN-Unif.),2500,2,86.73237300985596
gsm8k,LESS (KNN-Unif.),5000,0,85.06444275966642
gsm8k,LESS (KNN-Unif.),5000,1,85.89840788476118
gsm8k,LESS (KNN-Unif.),5000,2,86.58074298711145
gsm8k,LESS (KNN-Unif.),10000,0,81.9560272934041
gsm8k,LESS (KNN-Unif.),10000,1,83.85140257771039
gsm8k,LESS (KNN-Unif.),10000,2,82.86580742987113
gsm8k,LESS (KNN-KDE),500,0,86.3532979529947
gsm8k,LESS (KNN-KDE),500,1,86.05003790750568
gsm8k,LESS (KNN-KDE),500,2,86.12585291887794
gsm8k,LESS (KNN-KDE),1000,0,86.12585291887794
gsm8k,LESS (KNN-KDE),1000,1,86.3532979529947
gsm8k,LESS (KNN-KDE),1000,2,86.2016679302502
gsm8k,LESS (KNN-KDE),2500,0,86.3532979529947
gsm8k,LESS (KNN-KDE),2500,1,85.97422289613344
gsm8k,LESS (KNN-KDE),2500,2,87.18726307808946
gsm8k,LESS (KNN-KDE),5000,0,84.98862774829416
gsm8k,LESS (KNN-KDE),5000,1,83.62395754359363
gsm8k,LESS (KNN-KDE),5000,2,86.12585291887794
gsm8k,LESS (KNN-KDE),10000,0,81.88021228203183
gsm8k,LESS (KNN-KDE),10000,1,81.9560272934041
gsm8k,LESS (KNN-KDE),10000,2,82.18347232752085
tydiqa,Random,500,0,61.927514429121175
tydiqa,Random,500,1,62.14415302799538
tydiqa,Random,500,2,63.789957346536625
tydiqa,Random,1000,0,63.728805990236715
tydiqa,Random,1000,1,62.428766025937115
tydiqa,Random,1000,2,65.3959530811179
tydiqa,Random,2500,0,66.11891068229208
tydiqa,Random,2500,1,66.22591230764519
tydiqa,Random,2500,2,65.73318473317732
tydiqa,Random,5000,0,68.57987401209147
tydiqa,Random,5000,1,68.1702257643767
tydiqa,Random,5000,2,69.51302326445455
tydiqa,Random,10000,0,70.28808757286848
tydiqa,Random,10000,1,69.96072078016272
tydiqa,Random,10000,2,70.52394968588528
tydiqa,EMBED (RR),500,0,69.11720170204974
tydiqa,EMBED (RR),500,1,69.93717893462664
tydiqa,EMBED (RR),500,2,69.46578812793896
tydiqa,EMBED (RR),1000,0,69.53374207448832
tydiqa,EMBED (RR),1000,1,69.14261234292626
tydiqa,EMBED (RR),1000,2,69.34650244420347
tydiqa,EMBED (RR),2500,0,69.90036642697785
tydiqa,EMBED (RR),2500,1,70.16235074191663
tydiqa,EMBED (RR),2500,2,69.77530573415942
tydiqa,EMBED (RR),5000,0,70.42343276399252
tydiqa,EMBED (RR),5000,1,70.76199904122258
tydiqa,EMBED (RR),5000,2,70.7011566207508
tydiqa,EMBED (RR),10000,0,71.08473154822842
tydiqa,EMBED (RR),10000,1,71.28122041123298
tydiqa,EMBED (RR),10000,2,71.50693612595875
tydiqa,RDS+ (RR),500,0,69.26153108422471
tydiqa,RDS+ (RR),500,1,68.90403824043165
tydiqa,RDS+ (RR),500,2,68.63306030857353
tydiqa,RDS+ (RR),1000,0,67.75550173964295
tydiqa,RDS+ (RR),1000,1,68.18677843461015
tydiqa,RDS+ (RR),1000,2,67.78553453753732
tydiqa,RDS+ (RR),2500,0,69.9317337486352
tydiqa,RDS+ (RR),2500,1,70.33873806080324
tydiqa,RDS+ (RR),2500,2,70.10212557373053
tydiqa,RDS+ (RR),5000,0,70.56872009057994
tydiqa,RDS+ (RR),5000,1,70.65593053535268
tydiqa,RDS+ (RR),5000,2,70.30392419104902
tydiqa,RDS+ (RR),10000,0,71.20465470085621
tydiqa,RDS+ (RR),10000,1,71.40567858236975
tydiqa,RDS+ (RR),10000,2,71.28246508380624
tydiqa,LESS (DG),500,0,70.88051794403472
tydiqa,LESS (DG),500,1,71.2373766457502
tydiqa,LESS (DG),500,2,71.02163009181936
tydiqa,LESS (DG),1000,0,71.8901389612057
tydiqa,LESS (DG),1000,1,71.79105642152295
tydiqa,LESS (DG),1000,2,71.87341501469504
tydiqa,LESS (DG),2500,0,72.20343964036044
tydiqa,LESS (DG),2500,1,72.07593322806696
tydiqa,LESS (DG),2500,2,71.90680438120881
tydiqa,LESS (DG),5000,0,72.22271636091106
tydiqa,LESS (DG),5000,1,72.06222984957988
tydiqa,LESS (DG),5000,2,72.29493594282775
tydiqa,LESS (DG),10000,0,72.81288516182333
tydiqa,LESS (DG),10000,1,72.65940823360478
tydiqa,LESS (DG),10000,2,72.11844234257165
tydiqa,LESS (UOT),500,0,70.87185838664344
tydiqa,LESS (UOT),500,1,70.9529806468866
tydiqa,LESS (UOT),500,2,70.92505953745892
tydiqa,LESS (UOT),1000,0,72.4072264781584
tydiqa,LESS (UOT),1000,1,71.9170955678597
tydiqa,LESS (UOT),1000,2,72.00863623740321
tydiqa,LESS (UOT),2500,0,72.32758638860271
tydiqa,LESS (UOT),2500,1,72.08451629692284
tydiqa,LESS (UOT),2500,2,72.0131603632591
tydiqa,LESS (UOT),5000,0,72.12761405838734
tydiqa,LESS (UOT),5000,1,72.96765923324783
tydiqa,LESS (UOT),5000,2,73.02452865648007
tydiqa,LESS (UOT),10000,0,72.59137930238357
tydiqa,LESS (UOT),10000,1,72.58436734395663
tydiqa,LESS (UOT),10000,2,72.32559096345011
tydiqa,LESS (RR),500,0,70.99262777889571
tydiqa,LESS (RR),500,1,70.84009772882794
tydiqa,LESS (RR),500,2,70.9932688920902
tydiqa,LESS (RR),1000,0,72.11224867267673
tydiqa,LESS (RR),1000,1,71.91905322397993
tydiqa,LESS (RR),1000,2,72.00746276156809
tydiqa,LESS (RR),2500,0,72.25171481080685
tydiqa,LESS (RR),2500,1,72.16863016645023
tydiqa,LESS (RR),2500,2,72.82132005343131
tydiqa,LESS (RR),5000,0,71.93655964014609
tydiqa,LESS (RR),5000,1,72.36950592615247
tydiqa,LESS (RR),5000,2,72.41912553172509
tydiqa,LESS (RR),10000,0,72.6905491113303
tydiqa,LESS (RR),10000,1,72.29862238346487
tydiqa,LESS (RR),10000,2,72.43706154626321
tydiqa,LESS (KNN-Unif.),500,0,71.0149981053215
tydiqa,LESS (KNN-Unif.),500,1,71.40410340745727
tydiqa,LESS (KNN-Unif.),500,2,71.07938789690053
tydiqa,LESS (KNN-Unif.),1000,0,71.56554285828085
tydiqa,LESS (KNN-Unif.),1000,1,71.72703340739834
tydiqa,LESS (KNN-Unif.),1000,2,71.47136373595772
tydiqa,LESS (KNN-Unif.),2500,0,72.74024890506135
tydiqa,LESS (KNN-Unif.),2500,1,72.66271454817822
tydiqa,LESS (KNN-Unif.),2500,2,72.42003696271715
tydiqa,LESS (KNN-Unif.),5000,0,72.6941963114682
tydiqa,LESS (KNN-Unif.),5000,1,72.45027564860904
tydiqa,LESS (KNN-Unif.),5000,2,73.14222633347414
tydiqa,LESS (KNN-Unif.),10000,0,72.48178479288144
tydiqa,LESS (KNN-Unif.),10000,1,72.20548278513724
tydiqa,LESS (KNN-Unif.),10000,2,72.49158899095566
tydiqa,LESS (KNN-KDE),500,0,70.52434762100536
tydiqa,LESS (KNN-KDE),500,1,70.96278774540879
tydiqa,LESS (KNN-KDE),500,2,70.48164032126878
tydiqa,LESS (KNN-KDE),1000,0,71.86431504461021
tydiqa,LESS (KNN-KDE),1000,1,71.61684878627271
tydiqa,LESS (KNN-KDE),1000,2,71.50341692387487
tydiqa,LESS (KNN-KDE),2500,0,72.94796290203526
tydiqa,LESS (KNN-KDE),2500,1,72.45591216842149
tydiqa,LESS (KNN-KDE),2500,2,72.75112125777389
tydiqa,LESS (KNN-KDE),5000,0,72.5123006366081
tydiqa,LESS (KNN-KDE),5000,1,72.78789550492138
tydiqa,LESS (KNN-KDE),5000,2,72.47085251494926
tydiqa,LESS (KNN-KDE),10000,0,72.4135419945181
tydiqa,LESS (KNN-KDE),10000,1,72.98529100047045
tydiqa,LESS (KNN-KDE),10000,2,72.2582851072097
mmlu_pro,Random,500,0,0.3324468085106383
mmlu_pro,Random,500,1,1.196808510638298
mmlu_pro,Random,500,2,0.39893617021276595
mmlu_pro,Random,1000,0,8.917885638297872
mmlu_pro,Random,1000,1,2.086103723404255
mmlu_pro,Random,1000,2,3.90625
mmlu_pro,Random,2500,0,19.955119680851062
mmlu_pro,Random,2500,1,22.49002659574468
mmlu_pro,Random,2500,2,21.002327127659576
mmlu_pro,Random,5000,0,40.250997340425535
mmlu_pro,Random,5000,1,35.21442819148936
mmlu_pro,Random,5000,2,32.21409574468085
mmlu_pro,Random,10000,0,44.37333776595745
mmlu_pro,Random,10000,1,35.80452127659575
mmlu_pro,Random,10000,2,42.952127659574465
mmlu_pro,EMBED (RR),500,0,28.90625
mmlu_pro,EMBED (RR),500,1,22.79753989361702
mmlu_pro,EMBED (RR),500,2,23.22972074468085
mmlu_pro,EMBED (RR),1000,0,31.466090425531917
mmlu_pro,EMBED (RR),1000,1,34.89860372340425
mmlu_pro,EMBED (RR),1000,2,36.003989361702125
mmlu_pro,EMBED (RR),2500,0,19.705784574468087
mmlu_pro,EMBED (RR),2500,1,32.022938829787236
mmlu_pro,EMBED (RR),2500,2,32.97872340425532
mmlu_pro,EMBED (RR),5000,0,13.83809840425532
mmlu_pro,EMBED (RR),5000,1,34.133976063829785
mmlu_pro,EMBED (RR),5000,2,40.699800531914896
mmlu_pro,EMBED (RR),10000,0,50.51529255319149
mmlu_pro,EMBED (RR),10000,1,47.40691489361702
mmlu_pro,EMBED (RR),10000,2,47.39860372340425
mmlu_pro,RDS+ (RR),500,0,9.16722074468085
mmlu_pro,RDS+ (RR),500,1,0.8477393617021276
mmlu_pro,RDS+ (RR),500,2,2.7426861702127656
mmlu_pro,RDS+ (RR),1000,0,26.055518617021278
mmlu_pro,RDS+ (RR),1000,1,26.87001329787234
mmlu_pro,RDS+ (RR),1000,2,14.49468085106383
mmlu_pro,RDS+ (RR),2500,0,17.378656914893618
mmlu_pro,RDS+ (RR),2500,1,11.743683510638297
mmlu_pro,RDS+ (RR),2500,2,7.987034574468085
mmlu_pro,RDS+ (RR),5000,0,33.211436170212764
mmlu_pro,RDS+ (RR),5000,1,36.7436835106383
mmlu_pro,RDS+ (RR),5000,2,34.8154920212766
mmlu_pro,RDS+ (RR),10000,0,34.21708776595745
mmlu_pro,RDS+ (RR),10000,1,36.178523936170215
mmlu_pro,RDS+ (RR),10000,2,26.728723404255316
mmlu_pro,LESS (DG),500,0,0.024933510638297872
mmlu_pro,LESS (DG),500,1,0.008311170212765957
mmlu_pro,LESS (DG),500,2,0.0
mmlu_pro,LESS (DG),1000,0,24.65093085106383
mmlu_pro,LESS (DG),1000,1,17.220744680851062
mmlu_pro,LESS (DG),1000,2,18.3843085106383
mmlu_pro,LESS (DG),2500,0,41.68882978723404
mmlu_pro,LESS (DG),2500,1,42.88563829787234
mmlu_pro,LESS (DG),2500,2,36.203457446808514
