dataset,method,num_samples,seed,true_metric
gsm8k,LESS (KNN-Unif.),10000,0,36.92191053828658
gsm8k,LESS (KNN-Unif.),10000,1,36.99772554965883
gsm8k,LESS (KNN-Unif.),10000,2,37.07354056103108
gsm8k,LESS (KNN-KDE),500,0,36.770280515542076
gsm8k,LESS (KNN-KDE),500,1,35.860500379075056
gsm8k,LESS (KNN-KDE),500,2,33.131159969673995
gsm8k,LESS (KNN-KDE),1000,0,34.64746019711903
gsm8k,LESS (KNN-KDE),1000,1,33.206974981046244
gsm8k,LESS (KNN-KDE),1000,2,34.950720242608035
gsm8k,LESS (KNN-KDE),2500,0,36.23957543593632
gsm8k,LESS (KNN-KDE),2500,1,35.02653525398029
gsm8k,LESS (KNN-KDE),2500,2,35.17816527672479
gsm8k,LESS (KNN-KDE),5000,0,34.64746019711903
gsm8k,LESS (KNN-KDE),5000,1,36.39120545868082
gsm8k,LESS (KNN-KDE),5000,2,36.92191053828658
gsm8k,LESS (KNN-KDE),10000,0,36.92191053828658
gsm8k,LESS (KNN-KDE),10000,1,36.69446550416983
gsm8k,LESS (KNN-KDE),10000,2,37.14935557240334
tydiqa,Random,500,0,24.579186078946982
tydiqa,Random,500,1,20.38702727057044
tydiqa,Random,500,2,24.805583286979417
tydiqa,Random,1000,0,34.43423045672659
tydiqa,Random,1000,1,32.005219885635356
tydiqa,Random,1000,2,37.32596721631827
tydiqa,Random,2500,0,36.83670188174909
tydiqa,Random,2500,1,37.901883977003614
tydiqa,Random,2500,2,42.93033657564438
tydiqa,Random,5000,0,42.81974699071966
tydiqa,Random,5000,1,45.56828899482666
tydiqa,Random,5000,2,52.40453569276994
tydiqa,Random,10000,0,53.534666756511996
tydiqa,Random,10000,1,54.79979195830526
tydiqa,Random,10000,2,55.003365405416965
tydiqa,EMBED (RR),500,0,44.801243189827225
tydiqa,EMBED (RR),500,1,45.922791593953825
tydiqa,EMBED (RR),500,2,48.0285187157995
tydiqa,EMBED (RR),1000,0,51.04508865932283
tydiqa,EMBED (RR),1000,1,51.15241085846751
tydiqa,EMBED (RR),1000,2,51.032069890815414
tydiqa,EMBED (RR),2500,0,53.56239051549874
tydiqa,EMBED (RR),2500,1,54.75730613618051
tydiqa,EMBED (RR),2500,2,55.153955305466184
tydiqa,EMBED (RR),5000,0,51.01521358832478
tydiqa,EMBED (RR),5000,1,53.281895589252464
tydiqa,EMBED (RR),5000,2,55.353675877729366
tydiqa,EMBED (RR),10000,0,54.521376684799954
tydiqa,EMBED (RR),10000,1,54.92190208172482
tydiqa,EMBED (RR),10000,2,55.523211618589436
tydiqa,RDS+ (RR),500,0,49.41837285422117
tydiqa,RDS+ (RR),500,1,50.571353384133225
tydiqa,RDS+ (RR),500,2,50.59279625750454
tydiqa,RDS+ (RR),1000,0,55.43317846708615
tydiqa,RDS+ (RR),1000,1,55.96067731942212
tydiqa,RDS+ (RR),1000,2,55.182618103764284
tydiqa,RDS+ (RR),2500,0,56.86923635327062
tydiqa,RDS+ (RR),2500,1,57.57283602773339
tydiqa,RDS+ (RR),2500,2,57.961428652822015
tydiqa,RDS+ (RR),5000,0,57.08011469691441
tydiqa,RDS+ (RR),5000,1,59.22791888641078
tydiqa,RDS+ (RR),5000,2,58.150889259302225
tydiqa,RDS+ (RR),10000,0,59.928586655679005
tydiqa,RDS+ (RR),10000,1,59.94311305142779
tydiqa,RDS+ (RR),10000,2,60.01926039513272
tydiqa,LESS (DG),500,0,63.9830968891767
tydiqa,LESS (DG),500,1,63.29575694573329
tydiqa,LESS (DG),500,2,64.44863338829467
tydiqa,LESS (DG),1000,0,61.81955090272959
tydiqa,LESS (DG),1000,1,62.960027047893924
tydiqa,LESS (DG),1000,2,62.678398739845775
tydiqa,LESS (DG),2500,0,63.027580952976415
tydiqa,LESS (DG),2500,1,62.564245662759355
tydiqa,LESS (DG),2500,2,63.15409715281439
tydiqa,LESS (DG),5000,0,63.66548143576831
tydiqa,LESS (DG),5000,1,63.12847946914499
tydiqa,LESS (DG),5000,2,62.08528611428195
tydiqa,LESS (DG),10000,0,64.66960394572817
tydiqa,LESS (DG),10000,1,64.51783083634695
tydiqa,LESS (DG),10000,2,64.0690055518351
tydiqa,LESS (UOT),500,0,64.08526364218
tydiqa,LESS (UOT),500,1,63.15535480469982
tydiqa,LESS (UOT),500,2,64.49066628962927
tydiqa,LESS (UOT),1000,0,64.2320930547674
tydiqa,LESS (UOT),1000,1,63.72009660975636
tydiqa,LESS (UOT),1000,2,65.25948655591449
tydiqa,LESS (UOT),2500,0,63.43768427642304
tydiqa,LESS (UOT),2500,1,63.14702390570468
tydiqa,LESS (UOT),2500,2,63.28783401534612
tydiqa,LESS (UOT),5000,0,63.111871293671534
tydiqa,LESS (UOT),5000,1,63.806091675523945
tydiqa,LESS (UOT),5000,2,63.57161516154187
tydiqa,LESS (UOT),10000,0,64.30930907333473
tydiqa,LESS (UOT),10000,1,64.32238668743013
tydiqa,LESS (UOT),10000,2,64.70003037200854
tydiqa,LESS (RR),500,0,65.31518852545247
tydiqa,LESS (RR),500,1,64.56154085318795
tydiqa,LESS (RR),500,2,64.99889399976884
tydiqa,LESS (RR),1000,0,63.826082963086506
tydiqa,LESS (RR),1000,1,64.58647140308102
tydiqa,LESS (RR),1000,2,64.51596520784071
tydiqa,LESS (RR),2500,0,64.17010309098339
tydiqa,LESS (RR),2500,1,64.1315221338894
tydiqa,LESS (RR),2500,2,63.6816928140607
tydiqa,LESS (RR),5000,0,63.62399787121358
tydiqa,LESS (RR),5000,1,64.72764097165808
tydiqa,LESS (RR),5000,2,63.21316499975429
tydiqa,LESS (RR),10000,0,65.4045433584192
tydiqa,LESS (RR),10000,1,62.32740809214965
tydiqa,LESS (RR),10000,2,64.48646341139603
tydiqa,LESS (KNN-Unif.),500,0,62.9119298379398
tydiqa,LESS (KNN-Unif.),500,1,63.24438181342675
tydiqa,LESS (KNN-Unif.),500,2,63.46883534222232
tydiqa,LESS (KNN-Unif.),1000,0,63.54107420804863
tydiqa,LESS (KNN-Unif.),1000,1,62.35243277730011
tydiqa,LESS (KNN-Unif.),1000,2,62.84645683092171
tydiqa,LESS (KNN-Unif.),2500,0,63.36490400854686
tydiqa,LESS (KNN-Unif.),2500,1,63.123922239854465
tydiqa,LESS (KNN-Unif.),2500,2,63.23559711548123
tydiqa,LESS (KNN-Unif.),5000,0,62.962251285865655
tydiqa,LESS (KNN-Unif.),5000,1,63.89132415128331
tydiqa,LESS (KNN-Unif.),5000,2,63.461944446078746
tydiqa,LESS (KNN-Unif.),10000,0,64.48946099959302
tydiqa,LESS (KNN-Unif.),10000,1,64.76016578243326
tydiqa,LESS (KNN-Unif.),10000,2,63.56206382897364
tydiqa,LESS (KNN-KDE),500,0,63.19286771731067
tydiqa,LESS (KNN-KDE),500,1,63.44502259590188
tydiqa,LESS (KNN-KDE),500,2,62.61992237509477
tydiqa,LESS (KNN-KDE),1000,0,64.21192133223929
tydiqa,LESS (KNN-KDE),1000,1,63.01054172482381
tydiqa,LESS (KNN-KDE),1000,2,62.72089738588087
tydiqa,LESS (KNN-KDE),2500,0,62.48526894444631
tydiqa,LESS (KNN-KDE),2500,1,63.65229535657492
tydiqa,LESS (KNN-KDE),2500,2,62.45454363232326
tydiqa,LESS (KNN-KDE),5000,0,64.13540478211064
tydiqa,LESS (KNN-KDE),5000,1,63.68639070891444
tydiqa,LESS (KNN-KDE),5000,2,63.80540125908745
tydiqa,LESS (KNN-KDE),10000,0,64.36081539697948
tydiqa,LESS (KNN-KDE),10000,1,64.00836414760784
tydiqa,LESS (KNN-KDE),10000,2,63.88650910033329
mmlu_pro,Random,500,0,11.793550531914894
mmlu_pro,Random,500,1,9.283577127659575
mmlu_pro,Random,500,2,5.044880319148936
mmlu_pro,Random,1000,0,15.633311170212766
mmlu_pro,Random,1000,1,14.868683510638297
mmlu_pro,Random,1000,2,10.056515957446809
mmlu_pro,Random,2500,0,17.902260638297875
mmlu_pro,Random,2500,1,16.439494680851062
mmlu_pro,Random,2500,2,16.015625
mmlu_pro,Random,5000,0,18.085106382978726
mmlu_pro,Random,5000,1,18.13497340425532
mmlu_pro,Random,5000,2,17.794215425531913
mmlu_pro,Random,10000,0,21.409574468085108
mmlu_pro,Random,10000,1,21.434507978723406
mmlu_pro,Random,10000,2,21.060505319148938
mmlu_pro,EMBED (RR),500,0,5.892619680851064
mmlu_pro,EMBED (RR),500,1,4.554521276595745
mmlu_pro,EMBED (RR),500,2,6.33311170212766
mmlu_pro,EMBED (RR),1000,0,7.521609042553192
mmlu_pro,EMBED (RR),1000,1,9.06748670212766
mmlu_pro,EMBED (RR),1000,2,6.648936170212766
mmlu_pro,EMBED (RR),2500,0,20.43716755319149
mmlu_pro,EMBED (RR),2500,1,17.154255319148938
mmlu_pro,EMBED (RR),2500,2,18.40093085106383
mmlu_pro,EMBED (RR),5000,0,19.830452127659576
mmlu_pro,EMBED (RR),5000,1,21.42619680851064
mmlu_pro,EMBED (RR),5000,2,22.43184840425532
mmlu_pro,EMBED (RR),10000,0,22.066156914893618
mmlu_pro,EMBED (RR),10000,1,21.8500664893617
mmlu_pro,EMBED (RR),10000,2,22.20744680851064
mmlu_pro,RDS+ (RR),500,0,10.11469414893617
mmlu_pro,RDS+ (RR),500,1,8.618683510638297
mmlu_pro,RDS+ (RR),500,2,4.720744680851064
mmlu_pro,RDS+ (RR),1000,0,16.439494680851062
mmlu_pro,RDS+ (RR),1000,1,19.90525265957447
mmlu_pro,RDS+ (RR),1000,2,20.59507978723404
mmlu_pro,RDS+ (RR),2500,0,23.528922872340424
mmlu_pro,RDS+ (RR),2500,1,23.204787234042552
mmlu_pro,RDS+ (RR),2500,2,23.76994680851064
mmlu_pro,RDS+ (RR),5000,0,24.32679521276596
mmlu_pro,RDS+ (RR),5000,1,23.819813829787233
mmlu_pro,RDS+ (RR),5000,2,24.493018617021274
mmlu_pro,RDS+ (RR),10000,0,23.778257978723406
mmlu_pro,RDS+ (RR),10000,1,24.758976063829788
mmlu_pro,RDS+ (RR),10000,2,24.27692819148936
mmlu_pro,LESS (DG),500,0,15.616688829787234
mmlu_pro,LESS (DG),500,1,18.492353723404257
mmlu_pro,LESS (DG),500,2,15.625
mmlu_pro,LESS (DG),1000,0,20.66156914893617
mmlu_pro,LESS (DG),1000,1,21.193484042553195
mmlu_pro,LESS (DG),1000,2,21.99966755319149
mmlu_pro,LESS (DG),2500,0,22.564827127659576
mmlu_pro,LESS (DG),2500,1,21.808510638297875
mmlu_pro,LESS (DG),2500,2,22.107712765957448
