dataset,method,num_samples,dev,test,seed
bbh,LESS (RR),5000,0.34154329260374294,8.651430878216651,1
bbh,LESS (RR),5000,0.33894847995705074,8.668819379758915,2
bbh,LESS (RR),10000,0.33978895820033406,8.61271688747179,0
bbh,LESS (RR),10000,0.340510862523023,8.486328166460519,1
bbh,LESS (RR),10000,0.33898353415690824,8.522938003730086,2
bbh,LESS (UOT),500,0.3273342956363419,7.747936453317244,0
bbh,LESS (UOT),500,0.3266388243639175,7.71987441772141,1
bbh,LESS (UOT),500,0.32732454048078735,7.642808752681707,2
bbh,LESS (UOT),1000,0.3295160847497575,8.453944086488391,0
bbh,LESS (UOT),1000,0.32832111648203416,8.471603377754102,1
bbh,LESS (UOT),1000,0.3292752846063655,8.566499515221317,2
bbh,LESS (UOT),2500,0.33441966730687356,8.80282673567895,0
bbh,LESS (UOT),2500,0.3350837006705043,8.759883887627545,1
bbh,LESS (UOT),2500,0.332815406775033,8.666583138866335,2
bbh,LESS (UOT),5000,0.3402181318788617,9.122181011700004,0
bbh,LESS (UOT),5000,0.3383959440721406,8.845498606358928,1
bbh,LESS (UOT),5000,0.339957397201179,8.978876068979854,2
bbh,LESS (UOT),10000,0.34304889397304733,8.897258471900683,0
bbh,LESS (UOT),10000,0.3417762909774427,8.915891478521596,1
bbh,LESS (UOT),10000,0.34063394726426516,8.982235523893104,2
bbh,RDS+ (RR),500,0.35256286793284947,7.611740454278441,0
bbh,RDS+ (RR),500,0.35251031944781175,7.408404874940784,1
bbh,RDS+ (RR),500,0.35143952030274606,7.577977261561949,2
bbh,RDS+ (RR),1000,0.35270667181890686,8.019624841751508,0
bbh,RDS+ (RR),1000,0.3475520136179747,8.131323816708166,1
bbh,RDS+ (RR),1000,0.35196488810542187,7.86217320058738,2
bbh,RDS+ (RR),2500,0.35783068568986137,7.931647166561703,0
bbh,RDS+ (RR),2500,0.3561760583593522,7.984146702804061,1
bbh,RDS+ (RR),2500,0.3567274169145543,8.068297011111486,2
bbh,RDS+ (RR),5000,0.35602214421938966,7.940276806676027,0
bbh,RDS+ (RR),5000,0.35816718969080186,7.801156101844183,1
bbh,RDS+ (RR),5000,0.35744657795186396,7.871070482117151,2
bbh,RDS+ (RR),10000,0.3593363258757709,8.052071618632848,0
bbh,RDS+ (RR),10000,0.35633412932540165,8.006711806483468,1
bbh,RDS+ (RR),10000,0.3591624640480236,7.921626040864478,2
bbh,Random,500,0.3716113198502564,6.417830956776815,0
bbh,Random,500,0.3706126781525435,6.565128389874685,1
bbh,Random,500,0.37996571906554844,6.189298137040607,2
bbh,Random,1000,0.3652830534603125,6.208604469449083,0
bbh,Random,1000,0.37043880413711805,6.420544037042977,1
bbh,Random,1000,0.37024228279421356,6.443728948249152,2
bbh,Random,2500,0.3717282403858356,6.894224643240398,0
bbh,Random,2500,0.37470646027797533,7.039890172990158,1
bbh,Random,2500,0.38465251667815964,6.9071037487726645,2
bbh,Random,5000,0.37384757666308205,6.971902771710873,0
bbh,Random,5000,0.3715574564297258,6.963590205310768,1
bbh,Random,5000,0.37092383454243344,6.90755853648743,2
bbh,Random,10000,0.3607178519905349,7.084741906203574,0
bbh,Random,10000,0.36219009195948826,6.794473895552777,1
bbh,Random,10000,0.36057428679900405,6.987784666118672,2
