dataset,method,num_samples,seed,true_metric
tydiqa,LESS (KNN-Unif.),1000,0,59.95008846010062
tydiqa,LESS (KNN-Unif.),1000,1,59.060261092926794
tydiqa,LESS (KNN-Unif.),1000,2,59.97502420427793
tydiqa,LESS (KNN-Unif.),2500,0,59.853055250426415
tydiqa,LESS (KNN-Unif.),2500,1,60.09810147178626
tydiqa,LESS (KNN-Unif.),2500,2,59.836718008153724
tydiqa,LESS (KNN-Unif.),5000,0,60.23320376291935
tydiqa,LESS (KNN-Unif.),5000,1,59.67584414875364
tydiqa,LESS (KNN-Unif.),5000,2,59.97964022268822
tydiqa,LESS (KNN-Unif.),10000,0,59.29342105177985
tydiqa,LESS (KNN-Unif.),10000,1,60.21340447459959
tydiqa,LESS (KNN-Unif.),10000,2,59.597614423065366
tydiqa,LESS (KNN-KDE),500,0,58.661571981193646
tydiqa,LESS (KNN-KDE),500,1,58.69801826016582
tydiqa,LESS (KNN-KDE),500,2,58.576753461594905
tydiqa,LESS (KNN-KDE),1000,0,59.8879126823158
tydiqa,LESS (KNN-KDE),1000,1,60.11837570890124
tydiqa,LESS (KNN-KDE),1000,2,59.900280348601946
tydiqa,LESS (KNN-KDE),2500,0,60.45465325377878
tydiqa,LESS (KNN-KDE),2500,1,60.38389315506053
tydiqa,LESS (KNN-KDE),2500,2,59.85909103535674
tydiqa,LESS (KNN-KDE),5000,0,60.17451815368268
tydiqa,LESS (KNN-KDE),5000,1,60.073182897761676
tydiqa,LESS (KNN-KDE),5000,2,60.23429313654003
tydiqa,LESS (KNN-KDE),10000,0,59.71825676773348
tydiqa,LESS (KNN-KDE),10000,1,59.74603916320187
tydiqa,LESS (KNN-KDE),10000,2,60.36084476396952
mmlu_pro,Random,500,0,22.564827127659576
mmlu_pro,Random,500,1,25.540226063829785
mmlu_pro,Random,500,2,11.702127659574469
mmlu_pro,Random,1000,0,15.27593085106383
mmlu_pro,Random,1000,1,17.528257978723406
mmlu_pro,Random,1000,2,14.112367021276595
mmlu_pro,Random,2500,0,23.196476063829788
mmlu_pro,Random,2500,1,25.573470744680847
mmlu_pro,Random,2500,2,22.116023936170212
mmlu_pro,Random,5000,0,26.653922872340424
mmlu_pro,Random,5000,1,20.06316489361702
mmlu_pro,Random,5000,2,25.40724734042553
mmlu_pro,Random,10000,0,27.293882978723406
mmlu_pro,Random,10000,1,28.482380319148938
mmlu_pro,Random,10000,2,25.033244680851062
mmlu_pro,EMBED (RR),500,0,26.429521276595747
mmlu_pro,EMBED (RR),500,1,27.493351063829785
mmlu_pro,EMBED (RR),500,2,27.210771276595747
mmlu_pro,EMBED (RR),1000,0,26.99468085106383
mmlu_pro,EMBED (RR),1000,1,25.191156914893615
mmlu_pro,EMBED (RR),1000,2,28.06682180851064
mmlu_pro,EMBED (RR),2500,0,27.701130319148938
mmlu_pro,EMBED (RR),2500,1,26.595744680851062
mmlu_pro,EMBED (RR),2500,2,26.953125
mmlu_pro,EMBED (RR),5000,0,26.986369680851062
mmlu_pro,EMBED (RR),5000,1,28.058510638297875
mmlu_pro,EMBED (RR),5000,2,27.559840425531917
mmlu_pro,EMBED (RR),10000,0,27.493351063829785
mmlu_pro,EMBED (RR),10000,1,28.507313829787233
mmlu_pro,EMBED (RR),10000,2,27.002992021276594
mmlu_pro,RDS+ (RR),500,0,10.38065159574468
mmlu_pro,RDS+ (RR),500,1,9.466422872340425
mmlu_pro,RDS+ (RR),500,2,20.45378989361702
mmlu_pro,RDS+ (RR),1000,0,29.022606382978722
mmlu_pro,RDS+ (RR),1000,1,25.282579787234045
mmlu_pro,RDS+ (RR),1000,2,20.345744680851062
mmlu_pro,RDS+ (RR),2500,0,31.690492021276594
mmlu_pro,RDS+ (RR),2500,1,31.33311170212766
mmlu_pro,RDS+ (RR),2500,2,31.956449468085108
